id,título,año,género,director,duración,calificación,país
1901,Titanic,2005,Historia,James Cameron,106,3.9,South Korea
1902,Gladiator,1957,Comedia,Wachowski Sisters,109,5.9,South Korea
1903,Forrest Gump,2008,Drama,Bong Joon-ho,93,9.7,South Korea
1904,The Dark Knight,1991,Animación,Bong Joon-ho,90,9.3,Germany
1905,Interstellar,1991,Ciencia Ficción,Martin Scorsese,161,1.6,Australia
1906,Jurassic Park,1974,Ciencia Ficción,Francis Ford Coppola,99,1.0,Germany
1907,The Godfather,2011,Thriller,George Lucas,95,2.0,Germany
1908,Gladiator,1960,Historia,Damien Chazelle,168,7.2,France
1909,The Lord of the Rings,1965,Animación,Wachowski Sisters,172,6.5,Italy
1910,Star Wars,1964,Musical,James Cameron,149,4.4,UK
1911,Schindler's List,1968,Musical,James Cameron,158,7.5,France
1912,Star Wars,1972,Animación,Damien Chazelle,129,1.0,Germany
1913,The Matrix,1997,Drama,Ridley Scott,169,5.8,France
1914,Parasite,1973,Drama,Peter Jackson,85,9.7,USA
1915,Fight Club,1960,Drama,James Cameron,169,9.6,France
1916,Parasite,1986,Musical,Peter Jackson,176,9.4,Canada
1917,La La Land,1958,Acción,Martin Scorsese,94,6.9,Japan
1918,Star Wars,2022,Romance,Ridley Scott,136,7.9,Italy
1919,Jurassic Park,1967,Drama,George Lucas,87,1.4,USA
1920,Fight Club,1967,Acción,Francis Ford Coppola,157,7.6,Italy
1921,Jurassic Park,1974,Romance,Ridley Scott,82,4.6,South Korea
1922,Forrest Gump,1950,Ciencia Ficción,Bong Joon-ho,139,6.7,USA
1923,Fight Club,2001,Historia,Francis Ford Coppola,81,3.5,USA
1924,The Dark Knight,2019,Drama,Christopher Nolan,135,1.2,Canada
1925,Jurassic Park,1953,Romance,Christopher Nolan,178,1.8,Australia
1926,Schindler's List,1964,Historia,Damien Chazelle,99,2.6,UK
1927,The Godfather,1988,Romance,Hayao Miyazaki,173,7.9,France
1928,The Lord of the Rings,1957,Historia,Bong Joon-ho,115,6.7,France
1929,Pulp Fiction,2010,Historia,Damien Chazelle,153,2.8,Italy
1930,Gladiator,1994,Romance,Peter Jackson,93,4.8,Japan
1931,Schindler's List,2021,Drama,George Lucas,173,2.3,UK
1932,Parasite,2005,Comedia,Peter Jackson,167,9.1,Japan
1933,Titanic,1994,Musical,David Fincher,144,4.7,UK
1934,Avengers: Endgame,2009,Thriller,David Fincher,150,9.7,UK
1935,Titanic,1979,Animación,George Lucas,117,2.7,UK
1936,La La Land,1951,Thriller,James Cameron,115,9.8,UK
1937,Pulp Fiction,2017,Comedia,James Cameron,151,9.8,France
1938,Avengers: Endgame,1982,Historia,David Fincher,155,3.9,South Korea
1939,Avengers: Endgame,1955,Crimen,Bong Joon-ho,92,8.4,France
1940,Star Wars,1990,Drama,James Cameron,153,2.5,Spain
1941,Parasite,1953,Thriller,Wachowski Sisters,162,10.0,Canada
1942,Gladiator,1958,Romance,Peter Jackson,158,8.6,Germany
1943,Inception,1952,Ciencia Ficción,Steven Spielberg,125,5.6,USA
1944,Jurassic Park,2004,Animación,Steven Spielberg,171,2.0,Australia
1945,Parasite,1999,Crimen,Christopher Nolan,123,4.7,Australia
1946,Jurassic Park,2004,Musical,Christopher Nolan,157,1.6,France
1947,The Lord of the Rings,1987,Animación,Steven Spielberg,163,7.1,France
1948,Spirited Away,1959,Romance,David Fincher,131,6.3,Spain
1949,Spirited Away,1989,Historia,Martin Scorsese,106,9.4,Australia
1950,The Lord of the Rings,1995,Animación,Peter Jackson,94,6.7,UK
1951,The Lord of the Rings,2017,Ciencia Ficción,James Cameron,174,1.3,Germany
1952,Avengers: Endgame,1953,Drama,Wachowski Sisters,122,2.8,UK
1953,Gladiator,2014,Historia,Bong Joon-ho,110,9.4,Spain
1954,Interstellar,1981,Animación,Wachowski Sisters,149,7.5,Australia
1955,The Matrix,1996,Comedia,Christopher Nolan,179,9.2,Japan
1956,The Godfather,2015,Ciencia Ficción,Martin Scorsese,149,4.7,Germany
1957,Parasite,1960,Romance,David Fincher,91,2.3,USA
1958,Star Wars,2002,Historia,David Fincher,95,5.7,Spain
1959,Star Wars,2017,Thriller,George Lucas,152,9.5,Italy
1960,The Godfather,1957,Thriller,Bong Joon-ho,170,2.6,UK
1961,Star Wars,1977,Acción,Steven Spielberg,112,7.4,Germany
1962,Spirited Away,2014,Crimen,Christopher Nolan,148,4.5,Japan
1963,Avengers: Endgame,1997,Thriller,James Cameron,124,8.9,South Korea
1964,Gladiator,1954,Musical,Damien Chazelle,154,10.0,Italy
1965,Jurassic Park,1964,Ciencia Ficción,Bong Joon-ho,93,4.7,USA
1966,Forrest Gump,1962,Acción,Peter Jackson,134,7.2,Spain
1967,Star Wars,1987,Musical,Steven Spielberg,106,1.5,Japan
1968,Star Wars,1962,Acción,Wachowski Sisters,90,3.2,Italy
1969,Spirited Away,2004,Historia,Peter Jackson,157,1.3,Australia
1970,Jurassic Park,1977,Crimen,Francis Ford Coppola,94,2.2,Japan
1971,Pulp Fiction,2002,Drama,Hayao Miyazaki,144,8.9,Japan
1972,Jurassic Park,1979,Crimen,Christopher Nolan,177,5.1,Italy
1973,The Dark Knight,2001,Ciencia Ficción,Bong Joon-ho,157,3.5,Spain
1974,The Matrix,1956,Crimen,Ridley Scott,142,8.1,Australia
1975,The Dark Knight,2015,Comedia,Hayao Miyazaki,90,7.8,Canada
1976,The Dark Knight,1954,Musical,Hayao Miyazaki,155,6.3,Spain
1977,Schindler's List,1987,Acción,Hayao Miyazaki,104,1.1,USA
1978,La La Land,1950,Comedia,Wachowski Sisters,166,4.6,Spain
1979,Star Wars,1999,Thriller,Martin Scorsese,102,4.2,USA
1980,Spirited Away,1995,Romance,Steven Spielberg,164,9.5,South Korea
1981,The Matrix,1997,Comedia,Bong Joon-ho,168,5.0,Canada
1982,Parasite,2011,Drama,Christopher Nolan,124,2.4,Italy
1983,Pulp Fiction,2021,Musical,Steven Spielberg,80,1.4,Spain
1984,The Matrix,1984,Ciencia Ficción,Hayao Miyazaki,94,7.2,Canada
1985,La La Land,1989,Thriller,Quentin Tarantino,137,7.1,Germany
1986,Interstellar,2012,Romance,Francis Ford Coppola,165,3.5,France
1987,Schindler's List,1973,Acción,Francis Ford Coppola,96,3.8,Japan
1988,Inception,1950,Acción,Christopher Nolan,98,4.3,Australia
1989,Jurassic Park,2001,Ciencia Ficción,Damien Chazelle,114,7.5,Australia
1990,Schindler's List,1969,Acción,Wachowski Sisters,171,9.7,Germany
1991,Pulp Fiction,2005,Thriller,Hayao Miyazaki,168,9.6,UK
1992,The Lion King,1993,Musical,Bong Joon-ho,179,2.2,Italy
1993,Inception,1985,Ciencia Ficción,Francis Ford Coppola,174,4.4,Spain
1994,La La Land,2018,Acción,Christopher Nolan,114,9.3,Germany
1995,Inception,2015,Animación,Quentin Tarantino,90,3.9,Australia
1996,Pulp Fiction,1986,Comedia,Martin Scorsese,114,8.7,France
1997,The Matrix,1959,Ciencia Ficción,Christopher Nolan,111,5.0,UK
1998,La La Land,2012,Thriller,David Fincher,102,8.7,South Korea
1999,Inception,1966,Historia,Damien Chazelle,101,4.7,Italy
2000,The Godfather,2014,Comedia,Ridley Scott,157,8.4,Spain
2001,Schindler's List,2004,Comedia,Quentin Tarantino,94,4.6,Spain
2002,Star Wars,1965,Crimen,Francis Ford Coppola,128,8.0,France
2003,Pulp Fiction,2002,Thriller,James Cameron,99,8.0,France
2004,Gladiator,1973,Romance,Martin Scorsese,170,1.5,Japan
2005,Inception,2022,Acción,Ridley Scott,157,7.1,UK
2006,Inception,1950,Animación,Martin Scorsese,144,9.8,Italy
2007,The Lord of the Rings,2018,Crimen,Francis Ford Coppola,125,4.9,Japan
2008,The Shawshank Redemption,1958,Crimen,Peter Jackson,126,6.0,Italy
2009,Pulp Fiction,1998,Musical,David Fincher,139,6.8,South Korea
2010,Interstellar,1968,Musical,Wachowski Sisters,98,6.7,USA
2011,Titanic,2001,Musical,Francis Ford Coppola,99,6.1,Japan
2012,Fight Club,1968,Thriller,George Lucas,83,2.2,France
2013,Schindler's List,1962,Comedia,Ridley Scott,125,2.4,South Korea
2014,Titanic,2019,Acción,Martin Scorsese,162,1.7,Germany
2015,Spirited Away,2022,Drama,Wachowski Sisters,148,3.0,France
2016,Pulp Fiction,1975,Drama,Bong Joon-ho,110,4.9,South Korea
2017,Inception,1985,Drama,Christopher Nolan,101,1.8,USA
2018,Avengers: Endgame,2015,Crimen,Martin Scorsese,135,2.4,South Korea
2019,Star Wars,1961,Musical,James Cameron,108,7.6,Australia
2020,La La Land,1976,Musical,Bong Joon-ho,134,6.6,Spain
2021,Gladiator,1979,Animación,Francis Ford Coppola,170,4.0,USA
2022,Pulp Fiction,2005,Crimen,Peter Jackson,155,5.4,UK
2023,The Lion King,1954,Acción,Francis Ford Coppola,95,9.2,South Korea
2024,Titanic,2015,Animación,Steven Spielberg,112,5.6,UK
2025,Jurassic Park,2004,Thriller,Bong Joon-ho,91,2.6,South Korea
2026,Inception,1980,Drama,James Cameron,138,7.9,Italy
2027,Forrest Gump,1990,Crimen,Peter Jackson,155,9.8,Spain
2028,Schindler's List,1970,Drama,Damien Chazelle,95,8.8,Germany
2029,Schindler's List,2011,Thriller,Wachowski Sisters,109,6.4,Australia
2030,Jurassic Park,1965,Comedia,Wachowski Sisters,109,7.7,Canada
2031,Spirited Away,2018,Romance,George Lucas,165,4.7,Germany
2032,Schindler's List,1969,Romance,James Cameron,161,9.4,Canada
2033,Inception,1971,Thriller,Quentin Tarantino,80,4.6,France
2034,Schindler's List,2004,Crimen,Quentin Tarantino,129,7.1,France
2035,Forrest Gump,1999,Crimen,Ridley Scott,162,4.5,Canada
2036,Parasite,1999,Crimen,Wachowski Sisters,134,8.2,Japan
2037,The Lion King,2003,Drama,Wachowski Sisters,90,2.3,UK
2038,Interstellar,1970,Historia,George Lucas,177,7.1,Japan
2039,Schindler's List,2011,Historia,Damien Chazelle,161,4.6,Japan
2040,Jurassic Park,1979,Comedia,George Lucas,106,4.4,Italy
2041,Avengers: Endgame,2016,Romance,David Fincher,140,8.6,Japan
2042,Schindler's List,1969,Animación,Quentin Tarantino,91,9.8,Australia
2043,La La Land,2002,Historia,Damien Chazelle,163,9.7,USA
2044,Inception,1960,Crimen,Ridley Scott,125,9.1,Japan
2045,The Matrix,2023,Comedia,Martin Scorsese,129,8.1,France
2046,Fight Club,1977,Musical,Wachowski Sisters,100,4.1,Canada
2047,Jurassic Park,1963,Historia,Peter Jackson,113,8.0,Germany
2048,Spirited Away,1968,Ciencia Ficción,Francis Ford Coppola,129,7.2,South Korea
2049,Fight Club,1977,Ciencia Ficción,Quentin Tarantino,170,8.4,USA
2050,Forrest Gump,2005,Thriller,James Cameron,124,1.6,Canada
2051,Interstellar,1962,Romance,Bong Joon-ho,89,4.5,Japan
2052,The Shawshank Redemption,1950,Crimen,Hayao Miyazaki,170,5.7,Spain
2053,The Lion King,1955,Acción,Quentin Tarantino,92,8.2,South Korea
2054,Pulp Fiction,1999,Romance,Martin Scorsese,119,5.9,Germany
2055,The Matrix,1978,Crimen,George Lucas,109,3.8,France
2056,Forrest Gump,1989,Ciencia Ficción,Bong Joon-ho,153,6.2,South Korea
2057,Parasite,1978,Crimen,Ridley Scott,127,4.1,UK
2058,Fight Club,1974,Drama,Bong Joon-ho,93,6.4,USA
2059,The Lord of the Rings,1978,Romance,Christopher Nolan,176,6.7,Germany
2060,Spirited Away,2004,Historia,Hayao Miyazaki,96,3.9,Germany
2061,Avengers: Endgame,1977,Acción,David Fincher,85,5.2,South Korea
2062,Pulp Fiction,1975,Ciencia Ficción,James Cameron,110,6.1,UK
2063,The Lord of the Rings,1993,Musical,Steven Spielberg,152,2.5,Australia
2064,Avengers: Endgame,2012,Ciencia Ficción,Hayao Miyazaki,111,4.1,Japan
2065,The Godfather,1975,Thriller,George Lucas,123,2.0,Italy
2066,Gladiator,1963,Acción,Hayao Miyazaki,175,3.0,South Korea
2067,The Godfather,1965,Crimen,Bong Joon-ho,103,1.9,South Korea
2068,Spirited Away,1959,Crimen,David Fincher,136,4.2,Japan
2069,The Dark Knight,2014,Musical,Bong Joon-ho,104,4.8,UK
2070,Gladiator,1987,Crimen,Damien Chazelle,127,1.4,South Korea
2071,La La Land,1985,Ciencia Ficción,Peter Jackson,109,3.6,Spain
2072,The Godfather,2007,Musical,Quentin Tarantino,134,5.8,France
2073,The Dark Knight,2003,Animación,Hayao Miyazaki,178,6.2,Canada
2074,Parasite,1970,Drama,Damien Chazelle,86,4.8,Canada
2075,The Lion King,1974,Crimen,Hayao Miyazaki,148,9.0,Italy
2076,The Shawshank Redemption,1952,Drama,Christopher Nolan,96,6.5,Australia
2077,Forrest Gump,2003,Romance,Wachowski Sisters,159,7.8,Japan
2078,Gladiator,1993,Thriller,Quentin Tarantino,102,4.8,Australia
2079,Interstellar,2003,Animación,Peter Jackson,90,8.6,Japan
2080,Spirited Away,1997,Romance,Steven Spielberg,135,7.4,USA
2081,Gladiator,1970,Crimen,David Fincher,101,8.9,Japan
2082,Pulp Fiction,1967,Historia,Damien Chazelle,178,4.0,Japan
2083,Pulp Fiction,1966,Musical,Damien Chazelle,175,9.9,UK
2084,Pulp Fiction,1994,Romance,James Cameron,92,1.4,South Korea
2085,The Lion King,2011,Thriller,Quentin Tarantino,151,9.2,Italy
2086,La La Land,1970,Crimen,Damien Chazelle,120,9.4,Italy
2087,Star Wars,2014,Ciencia Ficción,George Lucas,81,7.2,South Korea
2088,Spirited Away,2008,Historia,Hayao Miyazaki,97,7.0,France
2089,The Dark Knight,1987,Ciencia Ficción,Peter Jackson,120,2.7,South Korea
2090,Pulp Fiction,1953,Animación,James Cameron,142,9.8,Spain
2091,Schindler's List,1969,Acción,Damien Chazelle,166,3.8,South Korea
2092,Spirited Away,1983,Ciencia Ficción,Christopher Nolan,105,9.9,Italy
2093,Schindler's List,1992,Romance,David Fincher,82,4.3,USA
2094,Spirited Away,2016,Romance,Peter Jackson,152,5.2,Australia
2095,La La Land,2002,Comedia,Quentin Tarantino,83,9.6,Australia
2096,The Shawshank Redemption,2023,Crimen,Ridley Scott,103,2.0,Japan
2097,Jurassic Park,1991,Musical,Steven Spielberg,121,7.8,UK
2098,Gladiator,2003,Musical,Bong Joon-ho,132,6.1,Australia
2099,La La Land,1973,Ciencia Ficción,James Cameron,144,5.4,South Korea
2100,The Godfather,2004,Historia,Quentin Tarantino,105,3.4,USA
2101,Jurassic Park,1988,Animación,Peter Jackson,111,6.3,Canada
2102,Inception,2023,Romance,Wachowski Sisters,108,2.7,Germany
2103,Parasite,1959,Comedia,Steven Spielberg,153,5.0,USA
2104,The Lord of the Rings,1951,Drama,David Fincher,178,9.5,France
2105,Avengers: Endgame,1971,Historia,Damien Chazelle,100,2.4,France
2106,Inception,1963,Animación,Quentin Tarantino,93,6.7,Germany
2107,The Lord of the Rings,1983,Acción,David Fincher,152,9.2,Japan
2108,Forrest Gump,1959,Romance,Hayao Miyazaki,130,8.8,USA
2109,The Lord of the Rings,1951,Drama,Martin Scorsese,90,1.3,South Korea
2110,Parasite,1990,Crimen,Bong Joon-ho,93,3.8,Spain
2111,Forrest Gump,2017,Historia,Damien Chazelle,170,6.7,UK
2112,Gladiator,1973,Musical,Hayao Miyazaki,151,6.9,Canada
2113,Interstellar,1950,Ciencia Ficción,Hayao Miyazaki,130,8.3,Germany
2114,Jurassic Park,1982,Romance,Bong Joon-ho,137,1.1,USA
2115,Gladiator,1959,Animación,Christopher Nolan,150,5.4,Italy
2116,Titanic,1989,Drama,David Fincher,178,4.4,Canada
2117,Spirited Away,1982,Ciencia Ficción,Quentin Tarantino,175,3.3,Germany
2118,Titanic,1996,Drama,Hayao Miyazaki,144,2.9,Canada
2119,Pulp Fiction,1977,Ciencia Ficción,James Cameron,136,6.1,Spain
2120,Forrest Gump,1999,Thriller,Damien Chazelle,157,4.2,France
2121,Avengers: Endgame,1960,Historia,Hayao Miyazaki,121,1.4,France
2122,Parasite,2022,Historia,Bong Joon-ho,158,6.1,South Korea
2123,Avengers: Endgame,1978,Thriller,Peter Jackson,159,6.4,France
2124,The Lord of the Rings,2003,Animación,Christopher Nolan,106,3.6,Australia
2125,The Lion King,1975,Acción,Steven Spielberg,119,9.9,Australia
2126,Inception,1966,Historia,Martin Scorsese,102,9.7,France
2127,Star Wars,1972,Romance,Martin Scorsese,86,6.4,South Korea
2128,Titanic,2009,Acción,Wachowski Sisters,176,8.7,South Korea
2129,Forrest Gump,1979,Drama,Christopher Nolan,102,5.6,Spain
2130,The Matrix,2013,Historia,Hayao Miyazaki,168,5.3,Italy
2131,Star Wars,1999,Thriller,George Lucas,174,1.9,Germany
2132,The Lord of the Rings,2002,Romance,Ridley Scott,117,4.3,Australia
2133,The Lion King,1954,Musical,George Lucas,153,9.1,Germany
2134,Inception,1982,Historia,Wachowski Sisters,159,4.8,UK
2135,Inception,1975,Drama,Damien Chazelle,159,3.2,France
2136,Forrest Gump,1974,Comedia,Hayao Miyazaki,140,9.4,Italy
2137,Interstellar,1964,Ciencia Ficción,Damien Chazelle,158,1.7,France
2138,The Shawshank Redemption,1988,Musical,David Fincher,146,4.9,Germany
2139,Schindler's List,1976,Acción,Peter Jackson,89,5.3,UK
2140,Inception,1950,Comedia,George Lucas,141,7.5,France
2141,The Godfather,1999,Acción,Wachowski Sisters,118,7.0,France
2142,The Lion King,1959,Comedia,Quentin Tarantino,139,6.1,Canada
2143,Titanic,1982,Romance,Hayao Miyazaki,96,5.8,USA
2144,Pulp Fiction,1960,Musical,James Cameron,142,8.2,Australia
2145,La La Land,1992,Ciencia Ficción,Francis Ford Coppola,151,9.2,Canada
2146,The Shawshank Redemption,1989,Romance,Peter Jackson,136,7.0,USA
2147,La La Land,2007,Historia,Damien Chazelle,109,3.5,Germany
2148,Gladiator,2009,Drama,Francis Ford Coppola,161,5.3,Spain
2149,Spirited Away,1992,Comedia,Steven Spielberg,97,9.1,France
2150,La La Land,1987,Ciencia Ficción,George Lucas,101,7.8,Germany
2151,Spirited Away,1994,Musical,Quentin Tarantino,135,4.8,Spain
2152,Star Wars,1982,Musical,James Cameron,83,8.8,Canada
2153,La La Land,1965,Drama,James Cameron,86,1.1,Australia
2154,Interstellar,2010,Comedia,James Cameron,146,9.0,Spain
2155,Interstellar,2019,Ciencia Ficción,Christopher Nolan,133,7.5,Germany
2156,Interstellar,1951,Crimen,Martin Scorsese,89,7.9,Italy
2157,The Dark Knight,1975,Crimen,Quentin Tarantino,98,5.4,Germany
2158,Spirited Away,1961,Drama,Ridley Scott,119,1.7,France
2159,Schindler's List,1990,Crimen,Steven Spielberg,138,8.6,Spain
2160,Titanic,1981,Crimen,Wachowski Sisters,157,2.1,Spain
2161,The Dark Knight,2018,Drama,Martin Scorsese,109,4.9,France
2162,Parasite,1970,Musical,George Lucas,165,1.2,Japan
2163,Spirited Away,2009,Animación,Bong Joon-ho,116,2.4,Germany
2164,Gladiator,2011,Romance,Quentin Tarantino,118,9.0,Canada
2165,Parasite,1951,Crimen,Francis Ford Coppola,168,7.7,Canada
2166,Fight Club,2011,Thriller,Peter Jackson,94,7.7,France
2167,Parasite,1950,Ciencia Ficción,Peter Jackson,110,2.8,France
2168,La La Land,1956,Acción,Peter Jackson,164,6.3,Japan
2169,Gladiator,1956,Ciencia Ficción,Wachowski Sisters,166,5.5,France
2170,Avengers: Endgame,2004,Thriller,James Cameron,104,5.4,Italy
2171,The Lord of the Rings,2008,Historia,Damien Chazelle,115,1.7,Canada
2172,Jurassic Park,2005,Musical,Francis Ford Coppola,89,6.5,USA
2173,The Matrix,1995,Historia,Peter Jackson,161,1.1,Japan
2174,Jurassic Park,1979,Drama,Martin Scorsese,101,7.1,France
2175,The Shawshank Redemption,1972,Comedia,Ridley Scott,152,1.2,USA
2176,The Matrix,1979,Comedia,Ridley Scott,177,1.4,UK
2177,Parasite,1965,Animación,Francis Ford Coppola,99,3.8,Japan
2178,Forrest Gump,1996,Thriller,David Fincher,109,8.8,Canada
2179,Inception,2019,Thriller,Steven Spielberg,170,2.1,Japan
2180,Gladiator,1977,Ciencia Ficción,Quentin Tarantino,101,7.6,Canada
2181,Fight Club,1965,Crimen,Steven Spielberg,168,5.2,Australia
2182,Schindler's List,2023,Musical,Peter Jackson,81,2.1,Canada
2183,La La Land,1972,Animación,Damien Chazelle,134,6.5,France
2184,Interstellar,1952,Historia,George Lucas,130,5.5,Germany
2185,Inception,1997,Crimen,Peter Jackson,85,5.0,Italy
2186,Star Wars,1970,Thriller,George Lucas,145,9.3,Germany
2187,Inception,2007,Acción,Martin Scorsese,119,7.2,Germany
2188,Interstellar,1974,Drama,Wachowski Sisters,169,8.3,Italy
2189,The Godfather,2016,Thriller,Quentin Tarantino,131,3.1,Australia
2190,La La Land,2020,Drama,Quentin Tarantino,107,2.9,UK
2191,Pulp Fiction,1981,Romance,James Cameron,148,5.5,UK
2192,Inception,1973,Drama,Bong Joon-ho,128,3.5,Germany
2193,The Lord of the Rings,2011,Thriller,George Lucas,97,6.4,UK
2194,Fight Club,1961,Musical,Peter Jackson,92,7.8,Spain
2195,Pulp Fiction,1981,Musical,Bong Joon-ho,82,2.6,Japan
2196,Parasite,2018,Ciencia Ficción,George Lucas,110,3.1,Canada
2197,Star Wars,1998,Thriller,Damien Chazelle,108,3.5,USA
2198,La La Land,1952,Drama,Damien Chazelle,129,4.5,South Korea
2199,Pulp Fiction,1968,Acción,Steven Spielberg,178,3.0,Italy
2200,Parasite,1975,Drama,Peter Jackson,168,2.7,France
2201,Jurassic Park,1993,Comedia,Quentin Tarantino,92,4.5,South Korea
2202,Interstellar,1981,Comedia,David Fincher,104,2.6,Canada
2203,The Matrix,2022,Acción,Damien Chazelle,96,6.5,Italy
2204,Spirited Away,1950,Drama,Peter Jackson,82,5.2,Italy
2205,Interstellar,1953,Crimen,Wachowski Sisters,164,5.2,France
2206,The Matrix,1993,Romance,Wachowski Sisters,123,3.9,France
2207,The Lion King,1980,Drama,David Fincher,163,2.9,Canada
2208,The Lord of the Rings,2017,Animación,Martin Scorsese,111,4.5,Australia
2209,Schindler's List,1977,Historia,Ridley Scott,102,6.5,Australia
2210,The Matrix,1976,Comedia,James Cameron,88,8.0,Canada
2211,The Lord of the Rings,1962,Crimen,Ridley Scott,82,4.9,UK
2212,The Shawshank Redemption,1968,Crimen,Francis Ford Coppola,130,5.8,Japan
2213,Fight Club,1976,Ciencia Ficción,James Cameron,125,4.9,Japan
2214,The Lord of the Rings,1973,Musical,Francis Ford Coppola,106,4.9,Japan
2215,Titanic,1981,Acción,Francis Ford Coppola,134,7.4,Germany
2216,Pulp Fiction,2018,Historia,Damien Chazelle,84,3.8,South Korea
2217,Titanic,2017,Crimen,Quentin Tarantino,121,6.4,Spain
2218,The Lion King,1971,Animación,David Fincher,107,8.5,Japan
2219,Pulp Fiction,2010,Crimen,Damien Chazelle,127,2.2,Germany
2220,The Godfather,2003,Historia,David Fincher,128,3.2,France
2221,Inception,1985,Ciencia Ficción,Quentin Tarantino,172,5.5,Australia
2222,The Lion King,1956,Musical,Wachowski Sisters,126,3.6,Germany
2223,The Shawshank Redemption,2010,Drama,George Lucas,171,5.9,UK
2224,Parasite,1980,Musical,Hayao Miyazaki,156,4.5,Australia
2225,Schindler's List,1979,Musical,James Cameron,176,2.4,USA
2226,Gladiator,1981,Historia,Martin Scorsese,142,9.0,UK
2227,Forrest Gump,1956,Crimen,Ridley Scott,129,1.8,Australia
2228,Parasite,1954,Drama,Steven Spielberg,80,7.6,Canada
2229,Gladiator,1991,Romance,Damien Chazelle,109,4.3,Germany
2230,Gladiator,2008,Romance,James Cameron,82,2.9,Germany
2231,Pulp Fiction,1974,Crimen,Christopher Nolan,152,3.6,Italy
